バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
copula,Outbreak,FRENCHCORE,USAO,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1267,495,277,41,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-03 14:31
copula,POSSESSION,PSYCHIC FLASH,TAG underground,0,3,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
copula,Rock It,HARDCORE,Hommarju,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
copula,Routing,JAZZY-ELECTRO,かめりあ,5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1168,434,300,9,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-08 20:21
copula,SHELTER OF THE MIND,ROCKIN' DRUM&BASS,YURiCa/花たん,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1542,636,270,11,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-05-26 16:41
copula,STARLiGHT,DANCE SPEED GOLD,星龍,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1226,468,290,35,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-30 19:50
copula,STARLIGHT DANCEHALL,HAPPY EMOTION,P*Light,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1298,512,274,50,CLEAR,A,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2024-06-06 20:00
copula,StrayedCatz,FANTASY,削除,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
copula,SURVIVOR,GRAVITY POP,SOUND HOLIC Vs. ZYTOKINE feat. Nana Takahashi,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,9,1256,449,358,41,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-02-17 17:13
copula,Violet Pulse,GLITCH ELECTRO,G.K,9,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,CLEAR,---,8,1272,500,272,19,CLEAR,A,10,1584,584,416,31,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-08-02 20:22
copula,Violet Rose,LATIN JAZZ TRIO,OSTER project,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,1327,504,319,25,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-04 19:58
copula,Welcome,HARDCORE,Uraken,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2023-10-20 13:13
copula,ZEPHYRANTHES,BLOOM CORE,TAG,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,1266,507,252,27,CLEAR,A,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2024-05-10 20:01
copula,か・し・ま・し☆PUMP UP！,SUMMER WORKOUT,miko,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1129,424,281,47,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-05-10 20:32
copula,ギョギョっと人魚 爆婚ブライダル,Hi-RESORT電波,海の底からマーメイド Prim by ARM×狐夢想,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
copula,セロトニン,ORBITALICTRO,U1 overground,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1400,565,270,18,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-02 20:07
copula,少女アリスと箱庭幻想コンチェルト,空想ファンタジーシリーズ,DJ TOTTO,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
copula,明鏡止水,禅ジャズ,TOMOSUKE feat. あさき,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
copula,紫陽花 -AZISAI-,ORIENTAL TECHDANCE,Camellia Vs. Expander,1,2,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,10,1388,543,302,33,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-20 20:15
copula,麗 ～うらら～,WINTER GLOW,SOUND HOLIC feat. Nana Takahashi,1,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,9,1374,571,232,10,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-27 20:27
SINOBUZ,!Viva!,TRIBAL HOUSE,Ryu*,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1390,552,286,34,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-04-30 14:05
SINOBUZ,#MAGiCVLGiRL_TRVP_B3VTZ,NEON/TWERKCORE,DJ Noriken,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1491,577,337,12,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-15 08:39
SINOBUZ,(This Is Not) The Angels,BIG BEAT/BREAKBEATS,Hommarju,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Amazing Mirage,HiTECH FULLON,lapix,3,2,0,0,0,---,CLEAR,---,5,0,0,0,---,NO PLAY,---,9,1295,514,267,5,CLEAR,A,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2024-07-13 15:30
SINOBUZ,Apocalypse,EPIC D'N'B,Morrigan feat. リリィ,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1478,600,278,47,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-12-14 20:25
SINOBUZ,Around The Galaxy,UPLIFTING TRANCE,NISH,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1477,587,303,25,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-30 14:15
SINOBUZ,Be A Star,ALTERNATIVE TECHNO POP,PHQUASE feat.ぁゅ,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,1335,530,275,11,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-13 18:37
SINOBUZ,Believe in you,HARDCORE RAVE,DJ Shimamura feat. Renna,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Beyond The Seven,TRANCE,Nhato,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Breakin' Chain,MOOMBAHCORE,REDALiCE feat. MONICO,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,BroGamer,SUPER ULTIMATE HYPER CORE,USAO,4,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,1685,704,277,46,CLEAR,A,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2024-07-29 20:46
SINOBUZ,crew,ANTHEM,beatnation Records,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Cyber True Color,DREAM COLLABORATION,kors k vs Sota Fujimori,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1066,402,262,0,FULLCOMBO CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-03 16:21
SINOBUZ,Egret and Willow,FUTURE BEATS,Dirty Androids,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,elemental bender feat. Kanae Asaba,EDM,MK,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,CLEAR,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,FUZIN RIZIN,HYPER DIGIMETAL,SOUND HOLIC feat. Nana Takahashi & 709sec.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,HADES,HARDSTYLE,Massive New Krew,6,2,0,0,0,---,CLEAR,---,5,0,0,0,---,CLEAR,---,9,1398,571,256,12,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-11 19:06
SINOBUZ,HAPPY★RUSH,HAPPY,P*Light,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,9,1457,603,251,17,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-24 20:04
SINOBUZ,Honey Trap,HYPER TRAP,Expander,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FULLCOMBO CLEAR,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Lost wing at.0,DRUM'N'BASS,猫叉Master+,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Modular Technology,TECHNO,Sota Fujimori,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1111,412,287,62,CLEAR,C,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-28 18:41
SINOBUZ,Music is The Answer,TURBOFUNK,C-Show,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,nostos,NOSTALGIA,Setaria Virtuoso,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,OOO,BUBBLEGUM DANCE,Ryu☆ feat.moimoi,4,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,10,1415,567,281,19,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-30 13:43
SINOBUZ,OTENAMI Hurricane,POP BREAKCORE,t+pazolite,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,PAPAYAPA BASS,MONDO-GROOVE BASSHOUSE,かめりあ feat. ななひら,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Piano Samurai,BEAT PIANO MUSIC,maras k(marasy+kors k),2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1417,602,213,20,CLEAR,AA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-08 19:31
SINOBUZ,Quakes,HARD BREAK BEATS,dj Hellix,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,RAIN,TRANCE,dj TAKA,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1488,639,210,7,CLEAR,AA,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-02 20:56
SINOBUZ,Rave Cannon,SPEED RAVE,kors k,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,FAILED,---,9,1281,475,331,13,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-05-26 16:36
SINOBUZ,Remedy feat. Kanae Asaba,哀愁EUROBEAT,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Seaside Labyrinth,80's SYNTH FUNK,Dirty Androids,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,1391,570,251,15,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-08-02 20:19
SINOBUZ,Selfish Sweet,R&B,OSTER project feat. かなたん,2,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1235,492,251,16,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-06-23 13:21
SINOBUZ,SEQUENCE CAT,TECHNO,SLEDLAKE (SLAKE & L.E.D.),1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,10,1276,473,330,32,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-04 20:56
SINOBUZ,SINOBUZ Fantasy,CANDY ROCK,Noria,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1362,586,190,11,CLEAR,AA,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-06 20:09
SINOBUZ,Sky High,ANTHEM,Cuvelia,0,3,0,0,0,---,CLEAR,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Snakey Kung-fu,ASIAN CONTEMPORARY,金獅子 vs 麒麟 feat. 獏,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Steel Edge,DRUM&BASS,Maozon,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
SINOBUZ,Summerlights(IIDX Edition),HARDCORE RAVE,DJ Noriken,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1386,571,244,35,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-16 16:26
SINOBUZ,Super Rush,HARDTEK,kors k,5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,9,1518,651,216,14,CLEAR,AA,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-17 20:12
SINOBUZ,Surf on the Light,ELECTRO FUSION,Tomoyuki Uchida,26,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,8,1228,536,156,4,CLEAR,AA,10,1862,807,248,26,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2024-08-08 19:55
SINOBUZ,Sweet Clapper,J-POP,livetune+,11,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,1558,661,236,10,CLEAR,AA,12,0,0,0,---,NO PLAY,---,2024-07-03 21:05
SINOBUZ,The Commanders,HARDSTYLE,USAO,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
